category,compatibility,languages,name,price,rating,size
 Music, OS X 10.9.0  , English,Game Audio 101 Demystifying,$13.99 ,, 392.4 MB
 Music, OS X 10.9  , English,From Studio to Stage Tutorial,$13.99 ,, 354.9 MB
 Entertainment, OS 10.14  ," English, German",FrogRadio,$4.99 ,4, 7.3 MB
 Music, OS X 10.11  , English,Fretspace,$29.99 ,4, 16 MB
 Education, OS 10.15  ," English, French, German, Italian, Japanese, Spanish",Fretello - Guitar Lessons,Free,, 37.2 MB
 Music, OS X 10.11  , English,Fretboard Trainer,$1.99 ,2.3, 2.9 MB
 Music, OS X 10.10  , English,Frequency - Music Studio,$2.99 ,3, 1.4 MB
 Music, OS X 10.6.0  ,,Freedrum,Free,4, 50.7 MB
 Video, OS X 10.7  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian BokmÃ¥l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",Free DVD to MKV,Free,4.3, 52.6 MB
 Music, OS X 10.6.6 , English,Free Ringtone Maker,Free,3.1, 10.6 MB
 Music, OS X 10.5 ,,Free Any Ringtone Maker â€“ Make from MP3/Music,Free,2.4, 22 MB
 Games, OS X 10.6.6  , English,Frederic: Resurrection of Music Director's Cut,,, 462.9 MB
 Games, OS X 10.6.6 , English,Frederic - Resurrection of Music Lite,Free,3, 411.1 MB
 Games, OS X 10.6.6 , English,Frederic - Evil Strikes Back,$7.99 ,, 343.6 MB
 Entertainment, OS X 10.7  ," English, French",FranÃ§ais actualitÃ©s et radios,,, 2.3 MB
 Music, OS X 10.8  ," English, French, German, Spanish",France Radio stations,$1.99 ,, 974 KB
 Music, OS 10.13  , English,FragmentLooper,$2.99 ,1, 4.1 MB
 Utilities, OS 10.13  , English,ForteReader,Free,, 50.9 MB
 Music, OS X 10.9.0  , English,Form Explored Course By AV,$6.99 ,, 256.3 MB
 Music, OS 10.13  , English,Folder Player - MP3 Reader,Free,, 3.8 MB
 Music, OS X 10.10  ," English, Simplified Chinese",Folder Audio List,$0.99 ,, 465.9 KB
 Productivity, OS 10.12  , English,Focusing,$2.99 ,, 62.2 MB
 Music, OS 10.12  ," English, Russian",FMPLAY: _____»_°____ Ñ€_°_´_¸__ _±_µÑÅ_¿_»_°Ñ‚____,Free,5, 5.5 MB
 Video, OS X 10.8 , English,FLV Video Converter - Tenorshare,$3.99 ,1, 9.1 MB
 Music, OS X 10.9.0  , English,FM Synthesis and Sound Design,$13.99 ,1, 295.9 MB
 Music, OS X 10.9.0  , English,Flutes and Oboes by AV 103,$6.99 ,, 2.1 GB
 Music, OS X 10.11.6  , English,Fluctus Expert,$79.99 ,, 28.9 MB
 Music, OS X 10.9.0  , English,Fleshing It Out : Flesh 101,$13.99 ,1, 257.3 MB
 Music, OS X 10.11  , English,Flexi Player Turntable,$1.99 ,4, 4.8 MB
 Video, OS X 10.6 , English,FLASH Video Converter - iDearsoft,$4.99 ,1, 6 MB
 Video, OS X 10.6 , English,Flash Converter Unlimited,$4.99 ,1, 5.3 MB
 Video, OS X 10.6 , English,FLASH Converter Pro,$4.99 ,1, 5.8 MB
 Music, OS X 10.9  , English,FLACTunes,$0.99 ,1, 14.2 MB
 Music, OS X 10.6.6  , English,FLAC To MP3 Pro,$3.99 ,, 9.2 MB
 Music, OS X 10.7  , English,FLAC to MP3 Converter,$9.99 ,4.3, 4.4 MB
 Music, OS X 10.7  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian BokmÃ¥l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",Flac to Any Pro,$5.99 ,4.5, 37.4 MB
 Music, OS X 10.7  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian BokmÃ¥l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",Flac to Any Lite,Free,4.1, 59.4 MB
 Music, OS X 10.6.6  , English,FLAC To AAC - Convert FLAC Into Apple Lossless,$3.99 ,1.5, 9.2 MB
 Music, OS X 10.7  ,,FLAC MP3 Converter,Free,4.3, 50.4 MB
 Music, OS X 10.6.6  , English,FLAC Converter Pro - Convert Any Audio to FLAC,$1.99 ,1, 9.8 MB
 Music, OS X 10.6.6  , English,FLAC Converter - Auto Converter FLAC To iTunes,$3.99 ,3.8, 9.3 MB
 Music, OS 10.12  , English,Fission,$28.99 ,5, 10.8 MB
 Music, OS X 10.9.0  , English,First Project For Logic Pro X,$13.99 ,4.5, 295 MB
 Music, OS X 10.7  ," English, French",Fingerworks - guitar software learning app teacher,Free,1.9, 10.9 MB
 Music, OS 10.14  , English,Fingering Woodwinds 2,$7.99 ,, 75 MB
 Music, OS 10.14  , English,Fingering Strings 2,$8.99 ,, 45.1 MB
 Music, OS 10.14  , English,Fingering Brass 2,$4.99 ,, 128.2 MB
 Music, OS 10.14  , English,Fingering 2,$9.99 ,, 171 MB
 Music, OS X 10.11  , English,Finger Picking Guitar Lessons,$6.99 ,1, 3.4 MB
 Music, OS X 10.11  , English,Finger Picking Guitar,$4.99 ,, 2.9 MB
 Music, OS 10.13  , English,Finetunes - Music Player,$29.99 ,, 6.3 MB
 Music, OS X 10.8  ,,Finetune,$15.99 ,2, 12.2 MB
 Music, OS X 10.8  , English,Finely Tuned,Free,3.2, 1.3 MB
 Music, OS X 10.10  , English,Fine Chromatic Tuner,$0.99 ,2.7, 2.6 MB
 Music, OS X 10.10  , English,Fine Bass Tuner,$0.99 ,4, 2.9 MB
 Video, OS X 10.6.6  ," English, Simplified Chinese",Final Video Converter Pro,$4.99 ,3.3, 12.7 MB
 Music, OS X 10.7  ," English, German, Japanese, Simplified Chinese, Traditional Chinese",Final Music Converter,Free,4.4, 13.1 MB
 Music, OS X 10.7  ," English, German, Japanese, Simplified Chinese, Traditional Chinese",Final Music Converter Pro,$3.99 ,4, 13.6 MB
 Utilities, OS X 10.8  ," English, Simplified Chinese",Final Audio Record,$1.99 ,1, 9.7 MB
 Music, OS 10.12.0  , English,Fidelia,$29.99 ,3, 7.7 MB
 Music, OS X 10.6.6 , English,FCBBooster,$19.99 ,2, 6.4 MB
 Music, OS X 10.11  , English,Fat Lady - Guitar Distortion,,1, 3.7 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ M\S Processing for Logic Pro,$13.99 ,, 156.2 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Vintage B3 Organ,$13.99 ,, 138.3 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro X FX Plugins,$13.99 ,, 133.7 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro X Compressors,$13.99 ,, 157.6 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Scoring to Picture,$13.99 ,, 143.8 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Distortion FX,$13.99 ,, 204.1 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Drum Machine Designer,$13.99 ,, 85.2 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Automation,$13.99 ,, 153.2 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ for Live's Time & Space FX,$13.99 ,, 115.4 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ for FCPX Pro Audio Techniques,$13.99 ,, 129 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For David Earl's Logic Tips,$13.99 ,, 121.1 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Auto Sampling with MainStage,$13.99 ,, 97.5 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Mixing FX,$13.99 ,, 155.9 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live MIDI FX,$13.99 ,, 123.7 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Groove Pool,$13.99 ,, 97.7 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Distortion,$13.99 ,, 129.7 MB
 Music, OS 10.12  , English,FAC Transient,$22.99 ,, 11.4 MB
 Music, OS 10.12  , English,FAC Maxima,$22.99 ,, 11.5 MB
 Music, OS 10.12  , English,FAC Chorus,$9.99 ,, 11.7 MB
 Music, OS X 10.9.0  , English,External MIDI Basics Course,$13.99 ,, 274 MB
 Music, OS X 10.7.3  , English,Express Burn Plus,$79.99 ,, 8 MB
 Music, OS X 10.6.6 , English,Express Burn Disc Burning Free,Free,2.2, 7.6 MB
 Productivity, OS X 10.11  , English,Export TimeCode - gma2 (lite),Free,4, 13.9 MB
 Productivity, OS X 10.11  , English,Export TimeCode - gma2,$49.99 ,, 13.7 MB
 Music, OS X 10.8  , English,Export for iTunes,$8.99 ,3.5, 9.3 MB
 Productivity, OS 10.12  , English,Export CueList - gma2 (lite),Free,, 15.7 MB
 Music, OS X 10.9.0  , English,Exploring volca sample Course,$6.99 ,, 309.6 MB
 Productivity, OS 10.12  , English,Export CueList - gma2,$22.99 ,, 15.2 MB
 Music, OS X 10.9.0  , English,Exploring volca beats Course,$6.99 ,, 525.5 MB
 Music, OS X 10.9.0  , English,Exploring the Mixer 107 Music,$13.99 ,1, 570.4 MB
 Music, OS X 10.9  , English,Exploring The EXS24 Course For Logic Pro,$13.99 ,, 307.9 MB
 Music, OS X 10.9.0  , English,Exploring for Moog Mother 32,$13.99 ,, 635.8 MB
 Music, OS X 10.9.0  , English,Exploring For Novation Circuit,$13.99 ,, 612 MB
 Music, OS X 10.9.0  , English,Exploring FM with Operator,$13.99 ,, 183.7 MB
 Music, OS X 10.9  , English,Exploring Drum Racks,$13.99 ,, 183.2 MB
 Music, OS X 10.9.0  , English,Exploring Course For Sylenth,$13.99 ,, 304.4 MB
 Music, OS X 10.9.0  , English,Exploring Course For MainStage,$13.99 ,1, 437.1 MB
 Music, OS X 10.9.0  , English,Exploring Course For Akai MPC2,$13.99 ,, 243.4 MB
 Music, OS X 10.9.0  , English,Explored Course For Capo,$6.99 ,, 196.2 MB
 Music, OS X 10.9.0  , English,Explore Backline Rig-V3 Course,$13.99 ,, 717 MB
 Music, OS X 10.9.0  , English,Explained Course For JU-06,$6.99 ,, 460.2 MB
 Music, OS X 10.9.0  , English,Expert Tips For Pro Tools 12,$13.99 ,, 361.9 MB
 Music, OS X 10.9  , English,Every2M4A/MP3,$1.99 ,4, 13.2 MB
 Music, OS X 10.9  , English,Eurorack Oscillators Tutorial,$13.99 ,, 253.6 MB
 Music, OS X 10.9.0  , English,Essentials Course For Kronos,$6.99 ,, 906.4 MB
 Music, OS X 10.10  , English,Essential Training for Piano - Part One,$6.99 ,, 237.9 MB
 Music, OS X 10.10  , English,Essential Training for Acoustic Guitar - Part One,$6.99 ,, 561.5 MB
 Music, OS X 10.8  , English,Equalizer,$9.99 ,2, 9.5 MB
 Music, OS X 10.6 , English,Enqueue,$9.99 ,3.6, 8.7 MB
 Music, OS X 10.9.0  , English,Engineers & Producers Toolbox,$13.99 ,, 621.1 MB
 Music, OS X 10.9.0  , English,Engineering for Stutter Edit,$13.99 ,, 561 MB
 Music, OS X 10.11  , English,Emcee for Music,$0.99 ,3.7, 279.5 KB
 Music, OS X 10.10  , English,Embrace,$14.99 ,5, 1.1 MB
 Music, OS X 10.6.6  ,,ElectroWave.FM,,, 8.3 MB
 Music, OS X 10.9.0  , English,Elektrons Digitone Demystified,$13.99 ,, 1.2 GB
 Productivity, OS 10.12  , English,Electroacoustics Toolbox,$299.99 ,5, 10.9 MB
 Music, OS X 10.9.0  , English,Electro Dance Music Multiplier,$13.99 ,, 257.4 MB
 Music, OS X 10.11  , English,Electric Guitar Lessons 2018,$4.99 ,, 2.9 MB
 Music, OS X 10.11  , English,Electric Guitar Lessons,$4.99 ,, 3.5 MB
 Music, OS 10.12  , English,Efficient Guitar Triad Chords,$1.99 ,3, 345.3 MB
 Music, OS X 10.9  , English,Effects Course For Live,$13.99 ,, 278.2 MB
 Music, OS X 10.9.0  , English,Effects Course By Ask.Video,$6.99 ,, 241.7 MB
 Music, OS X 10.9.0  , English,Effects & Processing in Bitwig,$13.99 ,, 211.7 MB
 Music, OS X 10.9.0  , English,Effect & Processing for Bitwig,$13.99 ,, 210.4 MB
 Music, OS X 10.7  , English,EDM Radio,,, 830 KB
 Music, OS X 10.9.0  , English,EDM Production Course For LPX,$6.99 ,, 346.2 MB
 Music, OS X 10.9.0  , English,EDM Course For Logic Pro X,$13.99 ,, 250.9 MB
 Music, OS X 10.9.0  , English,EDM Course For Live 9 by AV,$13.99 ,, 599.2 MB
 Music, OS X 10.9.0  , English,Editing and Signal Flow 107,$13.99 ,, 284.2 MB
 Music, OS X 10.7  , English,EchoJack,$4.99 ,1.8, 1.8 MB
 Music, OS X 10.6.6 , English,Ebony&Ivory,$1.99 ,4.5, 793.2 KB
 Music, OS X 10.9  , English,Echo Course For Reason,$13.99 ,, 224.5 MB
 Utilities, OS X 10.10  , English,EasyDSD,$13.99 ,4.3, 2.4 MB
 Music, OS X 10.9  ,,Easy Wav Converter Lite,Free,4.9, 13.3 MB
 Music, OS X 10.9  ,,Easy Wav Converter,$3.99 ,4.6, 13.3 MB
 Music, OS X 10.7  ,,Easy Violin Tuner,$2.99 ,5, 19.3 MB
 Music, OS X 10.11  ," English, French",Easy Voice Changer,$6.99 ,1, 4.3 MB
 Video, OS X 10.6.6  , English,Easy Video Converter+,$9.99 ,3.4, 7.8 MB
 Music, OS X 10.9  ," English, Russian",Easy Ringtones,Free,4, 314 KB
 Music, OS X 10.11  , English,Easy REX Player,Free,5, 4.2 MB
 Music, OS X 10.11  , English,Easy REX Converter,$4.99 ,5, 4.3 MB
 Music, OS X 10.6.6  , English,Easy Music Converter,$6.99 ,3.3, 9 MB
 Music, OS X 10.6.6 , English,Easy MP3 Streaming Server Free,Free,2.9, 3.5 MB
 Music, OS X 10.6.6 , English,Easy MP3 Streaming Server,$4.99 ,3, 3.9 MB
 Music, OS X 10.10  , English,Easy MP3 Converter Pro,Free,1.3, 44.3 MB
 Music, OS X 10.9  ,,Easy MP3 Converter Lite,Free,4.4, 13.3 MB
 Music, OS X 10.6  , English,Easy MIDI - Turn your Mac keyboard & mouse into a MIDI Controller,$19.99 ,5, 805.5 KB
 Music, OS X 10.9  ,,Easy MP3 Converter,$3.99 ,4.6, 13.2 MB
 Music, OS X 10.9  ,,Easy M4A Converter Lite,,4.3, 13.3 MB
 Music, OS X 10.9  ,,Easy M4A Converter,,4.8, 13.3 MB
 Music, OS X 10.7  ,,Easy Guitar Tuner,$2.99 ,5, 19 MB
 Music, OS X 10.7  , English,Easy Audio Trim,$4.99 ,1.8, 1.2 MB
 Music, OS X 10.9  ,,Easy Audio Recorder Lite,Free,4.6, 14 MB
 Music, OS X 10.9  ,,Easy Audio Recorder,$3.99 ,4.4, 13.5 MB
 Music, OS X 10.7  , English,Easy Audio Pro,$6.99 ,, 10.9 MB
 Utilities, OS X 10.8  ," English, Simplified Chinese",Easy Audio Notes - Lecture Voice Note Notepad Recorder,Free,4.7, 9.2 MB
 Music, OS X 10.10  , English,Easy Audio Mixer,Free,5, 16.9 MB
 Music, OS X 10.6.6 , English,Easy Audio Converter,$8.99 ,, 6.2 MB
 Music, OS X 10.7  , English,Easy Audio Batch Converter,$6.99 ,1, 9.7 MB
 Music, OS X 10.9.0  , English,EastWest Course By AskVideo,$13.99 ,5, 577.9 MB
 Music, OS X 10.9  ," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Swedish",EarMan,$9.99 ,2, 16.8 MB
 Music, OS 10.13  , English,Ear Training Seventh Chords,$0.99 ,, 47.5 MB
 Education, OS X 10.6.6  ,,Ear Trainer,$24.99 ,, 16.2 MB
 Education, OS X 10.6  , English,Ear Practice,$29.99 ,, 74.7 MB
 Video, OS X 10.7 ," English, German, Japanese, Simplified Chinese",DVD Ripper HD,$19.99 ,5, 53.2 MB
 Music, OS X 10.9.0  , English,E.B.E. Audio's Tonal Xpression,$6.99 ,, 500.9 MB
 Music, OS X 10.6.0 , English,DupSongs Cleaner,$9.99 ,1, 10 MB
 Music, OS X 10.10  , English,Duplicate Music Cleaner,$0.99 ,1.8, 2 MB
 Music, OS X 10.8.0  , English,Dupin Lite 2,$7.99 ,3.3, 3.5 MB
 Music, OS X 10.6.6 , English,DUMBO - lets you hear the outside sounds when you listening to music,$1.99 ,2.5, 862.8 KB
 Games, OS X 10.10  , English,Dubstep Vegas Slots,,3.5, 182.9 MB
 Music, OS X 10.9.0  , English,Dubstep Production Course,$13.99 ,1, 496.6 MB
 Music, OS X 10.6.6 , English,Dubstep Galaxies,$1.99 ,3.4, 59.9 MB
 Music, OS X 10.9.0  , English,Dubstep Deconstructed 410,$13.99 ,, 341.9 MB
 Music, OS 10.13  , English,DSPlayer,$20.99 ,, 4.9 MB
 Music, OS X 10.9.0  , English,DUB Dance Music Styles Course,$13.99 ,, 1.3 GB
 Music, OS X 10.8 , English,DSDPlayer,Free,1, 15.3 MB
 Music, OS X 10.7  , English,DSD Master,$29.99 ,4.2, 16.2 MB
 Music, OS X 10.9  ," English, French",Drumstik,,, 88.3 MB
 Music, OS X 10.9.0  , English,Drums For Superior Drummer 3,$13.99 ,3, 313.6 MB
 Music, OS X 10.11.0  , English,DrumPads,$4.99 ,, 17.1 MB
 Music, OS X 10.9  , English,Drummy - Get Started Making Beats,$4.99 ,2.3, 8.9 MB
 Music, OS X 10.7 , English,DrumBrother,Free,2, 20.2 MB
 Music, OS 10.12  , English,Drum School,$7.99 ,4, 303.1 MB
 Music, OS X 10.9.0  , English,Drum Racks Course For Live,$6.99 ,, 247.9 MB
 Music, OS X 10.9.0  , English,Drum Programming For Ableton,$13.99 ,, 238.6 MB
 Music, OS X 10.9.0  , English,Drum Programming 2 Course,$13.99 ,, 231.1 MB
 Music, OS X 10.6 , English,Drum Gym with Mike Sturgis,$5.99 ,3, 652.5 MB
 Music, OS X 10.7  , English,"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",$14.99 ,4.2, 655.4 MB
 Music, OS X 10.11  , English,Drum Beats Metronome,$0.99 ,1.5, 13.3 MB
 Music, OS X 10.9.0  , English,Drum & Bass Dance Music Course,$6.99 ,, 249.8 MB
 Education, OS X 10.8  , English,Drill,$39.99 ,4, 6.5 MB
 Music, OS X 10.6.6  , English,Dr.Betotte,$19.99 ,1, 4.6 MB
 Music, OS X 10.11  , English,Dockside,$1.99 ,4.8, 7 MB
 Music, OS X 10.7  , English,Dobro Tuner Simple,$0.99 ,, 23.8 MB
 Utilities, OS X 10.7  , English,DM24Rack Preset Utility,Free,, 3.5 MB
 Utilities, OS X 10.7  , English,DM24Rack Firmware Utility,Free,, 3.4 MB
 Utilities, OS X 10.8  , English,DM24.8 Firmware Utility,Free,, 4.4 MB
 Music, OS X 10.9  , English,DM1 - The Drum Machine,$8.99 ,3.8, 121.4 MB
 Music, OS X 10.7  , English,DLS-MIDI-Synth,$9.99 ,3.3, 11.8 MB
 Music, OS X 10.6.6 , English,DJ space,$1.99 ,3, 813.9 MB
 Music, OS 10.12  ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",DJ Mix Pads 2 - Remix Version,Free,2.7, 120.2 MB
 Music, OS X 10.11  , English,DJ Kuki,,3.5, 5.9 MB
 Music, OS X 10.7  , English,DJ FM,,, 920.2 KB
 Music, OS X 10.9.0  , English,DJ Course For Traktor Pro,$6.99 ,1, 327.5 MB
 Music, OS X 10.9.0  , English,Distortion Mistakes Course,$6.99 ,, 294.7 MB
 Music, OS X 10.9  , English,Disfunktion's Big Room Course,$13.99 ,, 203.3 MB
 Music, OS X 10.10.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian BokmÃ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Discographer,$9.99 ,, 59.7 MB
 Music, OS X 10.6  , English,DiscoBrick,,, 8.8 MB
 Music, OS X 10.8  , English,Disco Dancer â€“ Simple Scrobbler for Last.fm,$2.99 ,1, 1.4 MB
 Music, OS X 10.9.0  , English,Digitakt Drums Explored Course,$13.99 ,, 777.6 MB
 Music, OS X 10.9  , English,Dialog Editing For Film And TV For Pro Tools,$13.99 ,, 1.4 GB
 Music, OS X 10.6.6  ,,Dhalang MG,$19.99 ,5, 13.6 MB
 Music, OS X 10.6.6  ,,Dhalang Lite,Free,3, 14.5 MB
 Music, OS 10.15  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",DesktopLyrics,Free,4.1, 2.6 MB
 Music, OS 10.14  , English,Denied,$4.99 ,4.8, 8.5 MB
 Music, OS X 10.9  , English,Designing Sounds for Dance Music,$13.99 ,, 386.1 MB
 Music, OS X 10.9.0  , English,Demystified Course For Diva,$13.99 ,, 342.7 MB
 Music, OS X 10.9.0  , English,Delay and Reverb Effects 104,$13.99 ,, 228.4 MB
 Music, OS X 10.9.0  , English,Deepchild's Dirty Circuits,$6.99 ,, 364.3 MB
 Music, OS X 10.11  , English,Deep Synth,$4.99 ,4, 3.3 MB
 Utilities, OS 10.12  ," English, French, German",Decibel Meter,$2.99 ,, 7.2 MB
 Music, OS X 10.8  , English,Decibel,$32.99 ,, 21.7 MB
 Music, OS X 10.9.0  , English,DCAM Synth Squad Demystified,$13.99 ,, 340.7 MB
 Music, OS X 10.8  , English,Dazibao.app,$1.99 ,, 6.1 MB
 Music, OS X 10.6.6  ,,DapSync Light,Free,, 1.1 MB
 Music, OS X 10.6.6  ,,DapSync,$2.99 ,, 1.1 MB
 Music, OS 10.13  , English,Dapper - Music Player Sync,$19.99 ,4.8, 8.3 MB
 Entertainment, OS X 10.7  , English,Danmarks radios kanaler og overskrifter,,, 2.1 MB
 Games, OS X 10.6.6 , English,Dancing Kitty Cat,$0.99 ,3, 43.4 MB
 Music, OS X 10.9.0  , English,DanceMusic Styles Filter Disco,$13.99 ,, 455.3 MB
 Education, OS X 10.9  , English,Dance Sound Design Vocals,$13.99 ,, 164.6 MB
 Music, OS X 10.9  , English,Dance Sound Design Pads,$13.99 ,, 155.7 MB
 Music, OS X 10.9  , English,Dance Sound Design Lead Synths,$13.99 ,, 151 MB
 Music, OS X 10.9  , English,Dance Sound Design Drums,$13.99 ,, 153.2 MB
 Music, OS X 10.9  , English,Dance Sound Design Bass,$13.99 ,, 169.9 MB
 Music, OS X 10.9  , English,Dance Sound Design Adv. Bass,$13.99 ,, 181 MB
 Music, OS X 10.9.0  , English,Dance Music Styles Course 305,$13.99 ,, 398.7 MB
 Music, OS X 10.9.0  , English,Dance of the Planets,$1.99 ,5, 46.4 MB
 Music, OS X 10.9.0  , English,Dance Music Styles 102 Dubstep,$6.99 ,, 237.6 MB
 Music, OS X 10.9.0  , English,Dance Music Sound Design SFX,$6.99 ,, 221 MB
 Music, OS X 10.9.0  , English,Dance Music Masters Kirsch,$13.99 ,, 481.1 MB
 Music, OS X 10.9.0  , English,Dance Music Electro House 110,$13.99 ,, 263.3 MB
 Music, OS 10.14  , English,DaftCloud for SoundCloud,,4.6, 9.2 MB
 Music, OS 10.15  , English,Cue,$1.99 ,, 379.1 KB
 Music, OS X 10.9.0  , English,D&B Course For Logic Pro X 401,$13.99 ,2, 615.7 MB
 Music, OS X 10.10  ," English, French, German, Italian, Spanish",Cross DJ Lite,Free,3.8, 130.9 MB
 Music, OS X 10.4.0  , English,Cross DJ 4,$44.99 ,2, 102 MB
 Music, OS X 10.6 ," English, French, German, Italian, Spanish",Cross DJ,$34.99 ,3.3, 175.7 MB
 Music, OS X 10.7.3  , English,Crescendo Pro,$79.99 ,, 2.7 MB
 Music, OS X 10.7.3  , English,Crescendo Music Notation,Free,, 2.8 MB
 Music, OS X 10.9.0  , English,Creative FX Course For Ableton,$13.99 ,, 157.1 MB
 Music, OS X 10.10  ," English, Hungarian",Create Simple Ringtone,$0.99 ,4.8, 465.9 KB
 Music, OS X 10.9  ," English, German",Cover Lights for Hue and iTunes,$1.99 ,3.7, 3.7 MB
 Developer Tools, OS X 10.9  , English,Cover art Extractor,$4.99 ,1, 22.7 MB
 Music, OS X 10.9.0  , English,Course to Learn MPC Live,$13.99 ,, 405 MB
 Music, OS X 10.9  , English,Course For Whatâ€™s New In Logic Pro X,Free,3.1, 111.5 MB
 Music, OS X 10.9  , English,Course For What's New In Logic Pro X 10.3,Free,2.5, 44.4 MB
 Music, OS X 10.9.0  , English,Course For What's New In Logic,Free,, 91.6 MB
 Music, OS X 10.9  , English,Course for UI Neve Complete Bundle,$13.99 ,, 138.1 MB
 Music, OS X 10.9  , English,Course For UA Classic Compressors,$13.99 ,, 143.4 MB
 Music, OS X 10.9  , English,Course for Thor - Master Of All Synths,$13.99 ,, 481.9 MB
 Music, OS X 10.9.0  , English,Course for SSL Duende Native,$6.99 ,, 231 MB
 Music, OS X 10.9  , English,Course for Softube Plugins 101,$13.99 ,, 96.8 MB
 Music, OS X 10.7  , English,Course for Sibelius QuickLook Guide,Free,5, 121.8 MB
 Music, OS X 10.7  , English,Course for Sibelius Piano Score Project,$13.99 ,1, 526.5 MB
 Music, OS X 10.7  , English,Course for Sibelius Lead Sheet Project,$13.99 ,, 275.6 MB
 Music, OS X 10.9  , English,Course for Sibelius Jazz Quintet Project,$13.99 ,, 940.2 MB
 Music, OS X 10.6.6 , English,Course For Sibelius 6,$13.99 ,2.3, 905.2 MB
 Music, OS X 10.9.0  , English,Course For Reason Rig V3 103,$13.99 ,, 529.7 MB
 Music, OS X 10.9.0  , English,Course For RX 6s Toolbox,$13.99 ,, 285.7 MB
 Music, OS X 10.9  , English,"Course For Reason 6 FX, EQ, Automation and Mixing",$13.99 ,, 257 MB
 Education, OS X 10.9  , English,Course For Reason 6 Designing Dubstep Beat by Beat,$13.99 ,, 488.8 MB
 Music, OS X 10.9  , English,Course For Reason 6 401 - Reason's Mixing Toolbox,$13.99 ,1, 241.7 MB
 Music, OS X 10.9  , English,Course For Reason 6 203 - The Echo,$13.99 ,, 215.2 MB
 Music, OS X 10.9  , English,Course For Reason 6 107 - Beat Design Basics,$13.99 ,, 432.2 MB
 Music, OS X 10.9  , English,Course For Reason 6 104 - The Instruments,$13.99 ,, 195.4 MB
 Music, OS X 10.9  , English,Course for Reason 6 - Working With Audio,$13.99 ,, 170.1 MB
 Music, OS X 10.9  , English,Course for Reason 6 - Reason's Mastering Toolbox,$13.99 ,, 155.8 MB
 Music, OS X 10.9.0  , English,Course For Pro Tools Mastering,$13.99 ,5, 622 MB
 Music, OS X 10.6.6 , English,Course For Pro Tools 9 Free,Free,2.4, 95.7 MB
 Music, OS X 10.7  , English,Course For Pro Tools 101 - Core Pro Tools 9,$13.99 ,3, 970.4 MB
