category,compatibility,languages,name,price,rating,size
 Education, OS X 10.9  , English,French FlashCards,$14.99 ,4.3, 6.4 MB
 Reference, OS X 10.10  ," English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian BokmÃ¥l, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",French Dutch dictionary,$9.99 ,, 2.7 MB
 Reference, OS X 10.7  ," English, French, Italian, Spanish",French Dictionary (Offline),$9.99 ,3.5, 22.1 MB
 Reference, OS X 10.10  ," English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian BokmÃ¥l, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",French Chinese Simplified dictionary,$4.99 ,, 2.8 MB
 Education, OS X 10.11  , English,FRENCH - so simple! | PrologDigital,Free,, 3.8 MB
 Education, OS X 10.6.6  , English,FreeSpeech - Build Language and Learn Grammar,$9.99 ,2, 44.7 MB
 Education, OS X 10.5  , English,Free Test Prep by Dynamic Path,Free,1.8, 2 MB
 Graphics & Design, OS X 10.6  ," English, French, German, Italian, Japanese, Spanish",Free Fonts: 550 Commercial Use OpenType Fonts,Free,3.7, 18.2 MB
 Graphics & Design, OS X 10.6  ," English, French, German, Italian, Japanese, Spanish",Free Fonts - Christmas Collection,Free,4.3, 3.1 MB
 Education, OS X 10.6  , French,FranÃ§ais Ã©tude de la langue 6e,$9.99 ,, 15.8 MB
 Education, OS X 10.6  , French,FranÃ§ais Ã©tude de la langue 5e,$9.99 ,, 15.7 MB
 Education, OS X 10.6  , French,FranÃ§ais Ã©tude de la langue 4e,$9.99 ,, 15.5 MB
 Education, OS X 10.6  , French,FranÃ§ais Ã©tude de la langue 3e,$9.99 ,, 15.8 MB
 Reference, OS X 10.10  ," English, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",French 23: multi-language dictionary,,, 59.8 MB
 Education, OS X 10.6 , English,FractionsCalc,$0.99 ,5, 240.2 KB
 Education, OS X 10.8  , English,Fractions-Calculator,$0.99 ,2, 4.9 MB
 Education, OS X 10.6 , English,Fractions/Decimals Calcualtor,$0.99 ,3.5, 154.2 KB
 Education, OS X 10.7 ," English, Dutch, French, German, Norwegian BokmÃ¥l, Russian, Simplified Chinese, Spanish",Fractions and Smart Pirates. Free,Free,2, 61.8 MB
 Education, OS X 10.6 ," English, Dutch, French, German, Norwegian BokmÃ¥l, Russian, Simplified Chinese, Spanish",Fractions & Smart Pirates,$1.99 ,1, 61.7 MB
 Education, OS X 10.6  ," English, Chinese, Czech, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Swedish, Turkish",Fraction Calculator 4in1,$4.99 ,5, 13.5 MB
 Education, OS X 10.8  , English,Fraction Calculator,$0.99 ,5, 2.8 MB
 Education, OS X 10.8  , English,Fractal Editor,Free,4, 305.8 KB
 Entertainment, OS X 10.6.6 , English,FractalWorks,$9.99 ,3.4, 3.3 MB
 Education, OS X 10.6  ," English, Chinese, Polish, Russian, Spanish",Fox Tales - Story Book for Kids,$1.99 ,5, 207 MB
 Games, OS X 10.8  , English,Fourth Grade Learning Games,$4.99 ,2.4, 63.4 MB
 Productivity, OS X 10.10  , English,FourteenFish,Free,, 4.4 MB
 Education, OS X 10.6.6  ,,Fourier,$2.99 ,4, 7.6 MB
 Education, OS 10.14  , English,Formula,$0.99 ,, 3.6 MB
 Education, OS X 10.6  , Swedish,Form i fokus A â€“ svensk grammatik,$11.99 ,5, 24.9 MB
 Games, OS X 10.11  , English,Forest Sounds,$0.99 ,, 29.3 MB
 Education, OS X 10.6  , English,Forensic Accountant Exam Prep,$6.99 ,, 1.1 MB
 Sports, OS X 10.11  , English,Football Training Master Class,$6.99 ,, 4.7 MB
 Productivity, OS 10.13  ," English, Russian, Ukrainian",Focusito: flex pomodoro timer,Free,5, 51.9 MB
 Productivity, OS 10.13  ," English, French, German, Japanese, Simplified Chinese, Spanish",Focus - Time Manager,Free,4.7, 27.4 MB
 Sports, OS X 10.10  , English,FlyingSticks,$3.99 ,, 9 MB
 Games, OS X 10.9.0  , English,Flute Master for Schools,$20.99 ,, 98.5 MB
 Games, OS X 10.9.0  , English,Flute Master - Learn Recorder,Free,, 98.8 MB
 Reference, OS X 10.6  , English,Fluo! - Spanish Conjugator,$1.99 ,3, 5.1 MB
 Education, OS 10.12  , English,Fluid Mechanics Calculator,$0.99 ,, 6.1 MB
 Education, OS X 10.11  , English,FLSpacecraft,Free,3, 6.7 MB
 Games, OS X 10.7  , English,Flower On The Lines,Free,5, 5.6 MB
 Education, OS X 10.8  , English,Florida Driving Test,$2.99 ,, 18.3 MB
 Education, OS X 10.11  ," English, French, German, Polish, Portuguese, Russian, Simplified Chinese, Spanish",Flow - Focus and Break Timer,Free,4.8, 10.8 MB
 Education, OS X 10.11  , English,Flight Review Prep,Free,3, 19.7 MB
 Education, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian BokmÃ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Flexcel,Free,3.9, 70.1 MB
 Education, OS 10.14  , English,FlatMol 2 Lite,Free,, 22.5 MB
 Education, OS 10.14  , English,FlatMol 2,$19.99 ,, 22.5 MB
 Education, OS X 10.6 , English,FlashToPass Math Flash Cards,$0.99 ,3, 3.1 MB
 Education, OS X 10.6 , English,FlashToPass Free Math Flash Cards,Free,4.2, 3 MB
 Education, OS X 10.11  , English,Flashcards for Diagrams - Flash Cards Study App,$4.99 ,2, 3.3 MB
 Education, OS X 10.11  , English,FlashCard Max,Free,3.9, 16.1 MB
 Education, OS X 10.11  , English,Flashcard Maker - Sync Flash Cards Study Card App,$19.99 ,2.6, 2.3 MB
 Education, OS X 10.10  ," English, German",Flashcard Hero Lite,Free,3.9, 11.7 MB
 Education, OS X 10.10  ," English, German",Flashcard Hero,$12.99 ,4.5, 11.6 MB
 Education, OS 10.13  , English,Flash Eye,Free,4.5, 6.2 MB
 Education, OS 10.15  , English,Flash Cards GO - Flashcards,Free,3.5, 997.3 KB
 Education, OS X 10.6  , English,Flash Card,$0.99 ,1, 1.6 MB
 Education, OS X 10.11  , English,Flamenco Dance Steps,$3.99 ,, 2.8 MB
 Health & Fitness, OS X 10.10  , English,FLAirQuality,$8.99 ,, 11.5 MB
 Education, OS X 10.6  , English,Flag It,Free,4, 6 MB
 Finance, OS X 10.11  , English,FK Financial Calculator,$6.99 ,1, 481.9 KB
 Education, OS X 10.9  , English,Fix-it Phonics Review - Learn letter sounds,$1.99 ,1, 32.2 MB
 Games, OS 10.12.0  , English,Five Differences Challenge,$0.99 ,, 13 MB
 Games, OS 10.12.0  , English,Five Difference 1000 Levels,$0.99 ,, 12.3 MB
 Education, OS 10.12  ,,Five by Five Commercial FCC,$19.99 ,, 66.6 MB
 Education, OS X 10.8  , English,FITS Preview,$4.99 ,5, 2.9 MB
 Education, OS X 10.6.6  , English,First Words,$1.99 ,2, 17.1 MB
 Games, OS X 10.8  , English,First Grade Learning Games,$4.99 ,5, 67.5 MB
 Education, OS X 10.7  , English,First App for Kid,$4.99 ,1, 10.4 MB
 Education, OS X 10.9.0  , English,First 100 Sight Words,$1.99 ,, 25 MB
 Education, OS X 10.10  ," English, Spanish",Firequiz,,, 3.8 MB
 Games, OS X 10.6.6 , English,Fire Draw - Paint with Real Flames!,$0.99 ,, 18.2 MB
 Utilities, OS X 10.11  , English,Fingers,Free,, 4.6 MB
 Music, OS 10.14  , English,Fingering Woodwinds 2,$7.99 ,, 75 MB
 Music, OS 10.14  , English,Fingering Strings 2,$8.99 ,, 45.1 MB
 Music, OS 10.14  , English,Fingering Brass 2,$4.99 ,, 128.2 MB
 Music, OS 10.14  , English,Fingering 2,$9.99 ,, 171 MB
 Productivity, OS X 10.9  , English,FingerCAD PRO,$8.99 ,1, 2.6 MB
 Music, OS X 10.11  , English,Finger Picking Guitar Lessons,$6.99 ,1, 3.4 MB
 Music, OS X 10.11  , English,Finger Picking Guitar,$4.99 ,, 2.9 MB
 Music, OS 10.13  , English,Finetunes - Music Player,$29.99 ,, 6.3 MB
 Education, OS 10.12  , English,Finessi,,, 9.1 MB
 Productivity, OS X 10.11  ," English, Danish, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",FineReader OCR Pro,$119.99 ,3.5, 610.3 MB
 Reference, OS X 10.6  , English,Fine Arts - Renaissance,,5, 36.5 MB
 Education, OS X 10.6  , English,Fine Arts - Impressionists,,2.1, 53.3 MB
 Reference, OS X 10.6  , English,Fine Art - Symbolists,,5, 121.6 MB
 Reference, OS 10.12  , English,Fine Art - Romantics,,5, 58.4 MB
 Reference, OS 10.12  , English,Fine Art - Realists,,3.5, 60.6 MB
 Reference, OS 10.12  , English,Fine Art - Baroque,,5, 53.2 MB
 Education, OS X 10.11  , English,Findings,,3.8, 25.6 MB
 Games, OS X 10.6 , English,Find The Rabbit,$0.99 ,3.3, 49.4 MB
 Education, OS X 10.6.6  , English,Filter Designer,Free,5, 6.6 MB
 Education, OS X 10.6  , English,Financial Planner Exam Prep,$6.99 ,, 1.6 MB
 Games, OS X 10.8  , English,Fifth Grade Learning Games,$4.99 ,2.8, 57.6 MB
 Productivity, OS 10.12.0  , English,Field Strength Estimator,Free,, 12.7 MB
 Education, OS X 10.8  , English,Field Guide to Jordan,$0.99 ,, 3.5 MB
 Education, OS X 10.8  , English,Field Guide to Emirates,$0.99 ,, 2.3 MB
 Developer Tools, OS X 10.11  , Simplified Chinese,Fenci - ä¸_æ–‡åˆ†è¯çä¸_è‡ªç„¶è¯_è¨€å_„çê†,$0.99 ,, 7.5 MB
 Education, OS X 10.6 ," English, German",Holidays: DE-AT-CH-US-FR-ES-CN-UK-PL-CZ,$0.99 ,3.3, 420.8 KB
 Education, OS X 10.6.6 , English,Feed Me! 4.0 (US English) - PencilBot Preschool,Free,, 81.9 MB
 Education, OS X 10.6.6 , English,Feed Me! 4.0 (UK English) - PencilBot Preschool,Free,, 80.4 MB
 Education, OS X 10.6.6 , English,Feed Me! 4.0 (Russian) - PencilBot Preschool,Free,, 96.1 MB
 Education, OS X 10.6.6 , English,Feed Me! 4.0 (Korean) - PencilBot Preschool,Free,, 94.7 MB
 Education, OS X 10.6.6 , English,Feed Me! 4.0 (Chinese) - PencilBot Preschool,Free,, 93.3 MB
 Education, OS X 10.6.6 , English,Feed Me! (US English) - PencilBot School Pack,$3.99 ,3, 69.7 MB
 Education, OS X 10.6.6 , English,Feed Me! (UK English) - PencilBot School Pack,$3.99 ,, 68.4 MB
 Education, OS X 10.6.6 , English,Feed Me! (Russian) - PencilBot School Pack,$2.99 ,, 96 MB
 Education, OS X 10.6.6 , English,Feed Me! (Mexican Spanish) - PencilBot School Pack,$2.99 ,2, 100.7 MB
 Education, OS X 10.6.6 , English,Feed Me! (Korean) - PencilBot School Pack,$2.99 ,, 94 MB
 Education, OS X 10.6.6 , English,Feed Me! (Japanese) â€“ PencilBot School Pack,$2.99 ,, 95.7 MB
 Education, OS X 10.6.6 , English,Feed Me! (Hawaiian) â€“ PencilBot Preschool & Kam...,Free,4, 95.7 MB
 Education, OS X 10.6.6 , English,Feed Me! (French) â€“ PencilBot School Pack,$2.99 ,, 94.4 MB
 Education, OS X 10.6.6 , English,Feed Me! (Chinese) - PencilBot School Pack,$2.99 ,, 92.6 MB
 Games, OS X 10.10  , English,Feed Me Math,$2.99 ,, 2.6 MB
 Video, OS X 10.9  , English,FCPX Working in the Timeline,$13.99 ,, 222.5 MB
 Video, OS X 10.9  , English,FCPX Graphics Titles and Transitions,$13.99 ,1, 362.1 MB
 Video, OS X 10.9  , English,"FCPX Media, Roles & Sharing",$13.99 ,, 210 MB
 Video, OS X 10.9  , English,FCPX Editing Techniques,$13.99 ,, 154.1 MB
 Video, OS X 10.9  , English,FCPX Compositing and Visual FX,$13.99 ,, 208.2 MB
 Education, OS X 10.9  , English,FCPX Clips Import & Organize,$13.99 ,, 108.7 MB
 Education, OS 10.12  ,,FCC Ham Radio Test Prep,$19.99 ,, 79.9 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ M\S Processing for Logic Pro,$13.99 ,, 156.2 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Vintage B3 Organ,$13.99 ,, 138.3 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Scoring to Picture,$13.99 ,, 143.8 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Distortion FX,$13.99 ,, 204.1 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Logic Pro Automation,$13.99 ,, 153.2 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ for Live's Time & Space FX,$13.99 ,, 115.4 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ for FCPX Touch Bar,$13.99 ,, 93.6 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ for FCPX Pro Audio Techniques,$13.99 ,, 129 MB
 Video, OS X 10.9  , English,FastTrackâ„¢ for FCPX Multicam Techniques,$13.99 ,, 122.3 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Mixing FX,$13.99 ,, 155.9 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live MIDI FX,$13.99 ,, 123.7 MB
 Education, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Groove Pool,$13.99 ,, 97.7 MB
 Music, OS X 10.9  , English,FastTrackâ„¢ For Ableton Live Distortion,$13.99 ,, 129.7 MB
 Productivity, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian BokmÃ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Fast Translator,$8.99 ,, 51.2 MB
 Education, OS X 10.10  , English,Fast Interaction,Free,4.7, 1.7 MB
 Games, OS X 10.11  ," English, Arabic, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Farm-Animals,$0.99 ,, 20.8 MB
 Education, OS X 10.5  , English,Farm School,$1.99 ,2.3, 34.7 MB
 Games, OS X 10.8 ," English, French, German, Russian",Farm Jigsaw Puzzle - Animals and Plants,Free,, 24.7 MB
 Education, OS X 10.7  , English,Famous Quotes,$0.99 ,3, 1 MB
 Games, OS X 10.7  ," English, Chinese, Danish, Dutch, French, German, Greek, Italian, Japanese, Korean, Norwegian BokmÃ¥l, Portuguese, Russian, Spanish, Swedish, Turkish",Famous People Quiz,$0.99 ,5, 30.1 MB
 Education, OS X 10.9  ," English, German",Family Tree Builder,$14.99 ,1.8, 73.3 MB
 Games, OS X 10.9  ," English, French, German, Russian, Spanish",Fairies Coloring Book +,$4.99 ,3.8, 44.5 MB
 Games, OS X 10.9  ," English, French, German, Russian, Spanish",Fairies Coloring Book,Free,4.5, 48.8 MB
 Education, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian BokmÃ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Fair Chair,Free,, 62.1 MB
 Education, OS X 10.7  ," English, French, German, Japanese, Simplified Chinese, Spanish, Swedish",Factor Samurai,$6.99 ,5, 35.1 MB
 Education, OS 10.12  ,,FAA Sport Pilot Test Prep,$48.99 ,4, 341.6 MB
 Education, OS 10.12  ,,FAA Sport Pilot Instructor,$48.99 ,5, 262.1 MB
 Education, OS 10.12  ,,FAA Private Pilot Prep,$54.99 ,5, 420.4 MB
 Education, OS X 10.6  , English,FAA Private Pilot Exam Prep,$0.99 ,1, 1.2 MB
 Education, OS 10.12  ,,FAA Parachute Rigger Test Prep,$28.99 ,, 62.3 MB
 Education, OS 10.12  ,,FAA IFR Instrument Rating Prep,$48.99 ,2.5, 371.2 MB
 Education, OS 10.12  ,,FAA Flight Engineer Test Prep,$48.99 ,, 102.7 MB
 Education, OS 10.12  ,,FAA Commercial Pilot Test Prep,$49.99 ,5, 306.6 MB
 Education, OS 10.12  ,,FAA CFI Flight Instructor Prep,$48.99 ,3.7, 381.7 MB
 Education, OS 10.12  ,,FAA CFI Airplane Oral Prep,$34.99 ,4, 100.7 MB
 Education, OS 10.12  ,,FAA ATP Written Test Prep,$59.99 ,3.5, 604.3 MB
 Education, OS 10.12  ,,FAA A&P Powerplant Test Prep,$49.99 ,3, 126.6 MB
 Education, OS 10.12  ,,FAA A&P General Test Prep,$48.99 ,5, 98.9 MB
 Education, OS X 10.11  , English,EZLearn! For Microsoft Word,$4.99 ,, 1.7 MB
 Education, OS 10.12  ,,FAA A&P Airframe Test Prep,$48.99 ,5, 154.8 MB
 Medical, OS X 10.8 , English,Eye Anatomy 3D,$2.99 ,1, 47.7 MB
 Medical, OS X 10.6.6 , English,Extra Point Lite,,, 164.8 MB
 Music, OS X 10.9.0  , English,External MIDI Basics Course,$13.99 ,, 274 MB
 Utilities, OS X 10.8  , English,ExpressionsinBar,Free,3.9, 8.8 MB
 Education, OS X 10.11  , English,Express DigiBooks,Free,2, 6 MB
 Education, OS X 10.6.6  , English,Exploring Wild Animals,$1.99 ,, 34.4 MB
 Music, OS X 10.9.0  , English,Exploring for Moog Mother 32,$13.99 ,, 635.8 MB
 Education, OS X 10.6.6  , English,Exploring Farm Animals,$1.99 ,1, 34.8 MB
 Music, OS X 10.9.0  , English,Exploring Course For Sylenth,$13.99 ,, 304.4 MB
 Music, OS X 10.9.0  , English,Exploring Course For MainStage,$13.99 ,1, 437.1 MB
 Education, OS 10.15  , English,Explore Dinosaurs 3D,Free,5, 63.2 MB
 Music, OS X 10.9.0  , English,Explore Backline Rig-V3 Course,$13.99 ,, 717 MB
 Education, OS X 10.11  ," English, Arabic, Danish, Finnish, French, German, Italian, Japanese, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Ukrainian",Explain Everything Compressor,$14.99 ,5, 18 MB
 Education, OS X 10.11  ," English, Arabic, Danish, Finnish, French, German, Italian, Japanese, Norwegian BokmÃ¥l, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Ukrainian",Explain Everything Player,Free,2, 18 MB
 Medical, OS X 10.6.6 , English,Explain 3D: Human body,,1, 211.2 MB
 Education, OS X 10.6.6 , English,Explain 3D: Explore the solar system,$3.99 ,3.5, 106.7 MB
 Education, OS X 10.6.6 , English,Explain 3D: Dinosaurs world - Jurassic encyclopedia. Watch and start walking with dinosaurs.,$3.99 ,, 218.1 MB
 Education, OS X 10.6.6 , English,Explain 3D How things work,$3.99 ,2, 90.4 MB
 Education, OS X 10.6.6 , English,Explain 3D How cars work,$3.99 ,, 99.2 MB
 Education, OS X 10.6.6 , English,Explain 3D Forest animals,$3.99 ,, 139.1 MB
 Music, OS X 10.9.0  , English,Expert Tips For Pro Tools 12,$13.99 ,, 361.9 MB
 Education, OS X 10.8  , English,Exoplanet,$4.99 ,3.4, 26 MB
 Education, OS X 10.7 , English,Exam prep for PRINCE2,$4.99 ,, 2 MB
 Medical, OS X 10.7  , English,Evidence Based OMT,$49.99 ,5, 1 GB
 Education, OS X 10.9  , English,Evaluate - scientific calculator,$1.99 ,4, 1 MB
 Music, OS X 10.9  , English,Eurorack Oscillators Tutorial,$13.99 ,, 253.6 MB
 Education, OS X 10.10  , English,Europe Map Quiz Education Ed.,$2.99 ,, 17.5 MB
 Education, OS X 10.10  , English,Europe Map Quiz,Free,, 17.5 MB
 Education, OS X 10.8  , German,Europa meistern,$1.99 ,, 20.1 MB
 Reference, OS X 10.8  , English,Euro Coin Collection,$1.99 ,5, 49.9 MB
 Reference, OS X 10.10  ," English, Simplified Chinese, Traditional Chinese",Eudic æ¬§è·¯è¯çå…¸ å¢_å_ºç‰ˆ,$19.99 ,3.3, 103.4 MB
 Reference, OS X 10.10  ," English, Simplified Chinese, Traditional Chinese",Eudic æ¬§è·¯è¯çå…¸,Free,4, 103.4 MB
 Education, OS X 10.10  , English,EType,$4.99 ,, 21.7 MB
 Reference, OS X 10.9  , Spanish,ET Digital - CETA,Free,5, 152.3 MB
 Games, OS X 10.10  , English,Esther - Interactive Bible Stories,$2.99 ,5, 55.3 MB
 Education, OS X 10.10.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian BokmÃ¥l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",EST Courses,,5, 66.2 MB
 Music, OS X 10.9.0  , English,Essentials Course For Kronos,$6.99 ,, 906.4 MB
 Medical, OS X 10.8  , English,Essential Skeleton 4,Free,4.3, 109.7 MB
 Graphics & Design, OS X 10.9.0  , English,Essential Graphic Design Tips,$6.99 ,, 184.9 MB
 Medical, OS X 10.10  , English,Essential Anatomy 5,,4.1, 697.3 MB
 Education, OS X 10.10  , English,EssayMarker,$14.99 ,, 2.8 MB
 Education, OS X 10.7  , English,Essay Grader,$9.99 ,1, 1.9 MB
 Reference, OS X 10.10  ," English, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian BokmÃ¥l, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Spanish 23: multi-language dictionaries,,, 56.7 MB
 Education, OS X 10.10  , English,ESL Tests,$9.99 ,, 12.8 MB
 Games, OS X 10.11  , English,Escape Code - Coding Adventure,$9.99 ,1, 105.5 MB
 Education, OS X 10.6.6  ,,ESA cryosat download tool,Free,, 16.4 MB
 Education, OS X 10.9.0  , English,ERSB Lite,Free,, 110.7 MB
 Education, OS X 10.9.0  , English,ERSB,$99.99 ,, 121.5 MB
 Education, OS X 10.6  ," English, Portuguese",Equations Editor,$2.99 ,1, 4.2 MB
 Education, OS X 10.7  ," English, German",Equation Systems,$1.99 ,4, 347.1 KB
 Education, OS X 10.6  ," English, Chinese, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",Equation Solver,$4.99 ,, 12.4 MB
 Graphics & Design, OS X 10.6  , English,Equation Maker,$7.99 ,4.4, 3.1 MB
 Education, OS X 10.6 , English,Equation Calculator,$4.99 ,3.5, 985.7 KB
 Education, OS X 10.8  , English,Equation,$4.99 ,, 4 MB
 Productivity, OS X 10.9.0  , English,Equal,$4.99 ,4, 16.3 MB
 Education, OS X 10.7  , English,EPPP Test Prep,$4.99 ,1, 5.5 MB
 Education, OS X 10.6  , English,EPPP Psychology Boards Exam Prep,,4, 1.3 MB
 Games, OS X 10.9.0  , English,Environ,,4.7, 98.7 MB
 Education, OS X 10.11  , English,Enlink,,, 1.3 MB
 Games, OS X 10.6  , English,English?,$0.99 ,1, 26.7 MB
 Reference, OS X 10.10  ," English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian BokmÃ¥l, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",English-Turkish dictionary,$2.99 ,, 2.9 MB
 Reference, OS X 10.10  ," English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian BokmÃ¥l, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",English-French dictionary,$4.99 ,3, 2.8 MB
 Reference, OS X 10.7  ," English, French, Italian, Spanish",English-Italian Dictionary (Offline),$4.99 ,, 22.5 MB
 Utilities, OS X 10.10  ," English, Italian",English&Fun,$9.99 ,2, 5.3 MB
 Education, OS X 10.9.0  ," English, French, German, Italian, Portuguese, Russian, Spanish",English Vocabulary Builder,$8.99 ,, 483.7 MB
 Reference, OS X 10.10  ," English, Albanian, Arabic, Azerbaijani, Bengali, Bulgarian, Burmese, Cambodian, Croatian, Czech, Danish, Dutch, Estonian, Filipino, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Kazakh, Korean, Laotian, Malay, Malayalam, Marathi, Mongolian, Nepali, Norwegian BokmÃ¥l, Norwegian Nynorsk, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Somali, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",English Vietnamese dictionary,$1.99 ,, 2.8 MB
